Site,Pop.size,Slope,X_wgs84,Y_wgs84
A05-01,10.1815805886671,-1.76842089631742,121.458795,24.946942
A05-02,33.9624599251985,-6.24045258270918,121.506266,24.766808
A09-01,5.59244772699583,-1.70548116885754,121.428259,25.136272
A10-03,29.2904486018295,-0.828962312347185,121.463808,24.838974
A01-01,0.569625179859684,-0.0695079818712502,121.539997,25.221004
A01-02,12.7612704771554,-0.959894603817856,121.571266,25.188323
A02-01,2.26975368352055,-0.203645312823221,121.82376,25.110136
A02-02,0.306179184031087,-0.107056368013859,121.852532,25.099799
A02-03,8.38317093808509,2.98976801625367,121.789781,25.055992
A03-01,0.504436470016892,-0.14581478953507,121.827147,24.711699
A04-02,10.1982664313004,-2.09315066883593,121.677085,24.905835
A04-03,29.0042161626282,3.50936508406359,121.770515,24.871635
A04-04,19.5070091359684,-2.4094346620742,121.523496,25.193907
A04-05,13.9316989295317,0.198852955124561,121.552515,25.162276
A04-06,9.24356029143316,0.290007424758844,121.592464,25.127933
A07-02,18.9656601433893,-4.42003373685068,121.840004,24.486617
A09-02,0.996309767518721,-0.249012676870415,121.312325,25.051679
A09-03,2.96649597331291,-0.394480755016829,121.392938,24.995025
A09-04,0.882234335356397,0.126129490714783,120.97903,24.686458
A09-05,21.6391846665396,1.27524035268604,121.304953,24.847265
A09-06,6.14603163399967,-0.633091645919456,121.36276,25.088146
A10-01,3.91575596660755,0.818067450833059,121.382777,24.893465
A10-02,59.3690089445376,15.8683165291178,121.372443,24.681357
A12-01,10.2589171421914,-0.308372313450434,121.247377,24.758061
A12-02,18.4573303341371,3.62368453914669,121.234635,24.675306
A16-01,0.415931931023293,0.187339671941526,121.620688,24.156716
A16-02,0.515337202136399,-0.0578438490433139,121.581473,24.171552
A16-03,0.984847446123028,0.0354357587844906,121.514035,24.178078
A16-04,13.7964890424728,0.0932567568105282,121.486722,24.206501
A16-05,15.6271765176009,0.967684100689163,121.467607,24.198977
A17-02,19.0870566380592,-3.12127614119819,121.439192,23.995487
A17-03,1.94367160167064,0.0605273346742192,121.517755,23.920741
A18-01,11.8621005831582,0.353837706465964,121.382173,23.712498
A18-03,0.50575362442353,-0.146692892472829,121.374862,23.611165
A19-01,11.224605336929,1.08835834680925,121.348513,23.58951
A19-02,4.2972801085027,0.516098975283914,121.394249,23.553244
A19-03,35.1396080003413,2.59740419024868,121.427357,23.498751
A19-06,1.26721290562611,0.0123342533921176,121.346936,23.346215
A20-01,9.48332030434315,-1.17935639337162,121.337769,23.290979
A20-02,0.139260953872066,0.0328651107469677,121.358856,23.10813
A20-03,10.2566351833812,0.852719401555368,121.227494,23.329765
A20-04,12.0170515715188,0.583870380892226,121.215202,23.341449
A22-01,22.4755270997734,-1.85134442339569,121.174512,22.883026
A22-02,4.7224998961236,-0.767106537591166,121.033223,22.872552
A24-01,0.394282043381242,0.102560290628184,120.928656,22.525404
A24-02,3.66609383785327,1.63703748915203,120.878245,22.443342
A26-01,0.761734978327984,0.158843347781344,120.849713,22.022194
A26-04,1.65035024241627,0.399766505055818,120.822749,21.956993
A27-05,4.16649303091588,0.603290360341793,120.564988,24.044068
A27-06,27.7552345572689,-2.5749182762745,120.565965,24.060766
A28-01,2.10600298460282,-0.586850953098995,120.771119,24.466749
A28-02,13.5242463274002,0.696681740170341,120.89566,24.432332
A28-03,6.84624395110072,-0.591932486396221,120.789594,24.414281
A28-04,2.41253400974576,-0.179784577925742,120.731477,24.362154
A28-05,8.03335904987879,-1.91080323055497,120.969179,24.31876
A28-06,9.3290318489444,1.16159781498945,120.931202,24.30468
A29-01,12.8446975843982,2.02550937404853,120.945863,24.070663
A29-02,11.6313577919767,0.507666233920307,120.78334,24.089824
A29-03,23.047119111907,3.11144440158578,120.841999,24.058654
A29-04,2.89581182368428,0.0218397365914325,120.749924,24.03631
A29-05,3.92522830305026,0.740323988442684,120.775994,24.174365
A30-03,3.78392362983401,0.572622342015424,120.94013,23.792096
A32-01,13.0581939038975,2.27960245629552,120.889939,23.916661
A32-02,79.4778207914094,9.72907185334613,120.896744,23.857304
A32-03,12.0892016321916,1.29767510234849,120.807885,23.848316
A32-04,21.5895789714431,4.84504259046653,120.888818,23.594177
A33-01,28.6466750034013,-1.12159285941041,120.771949,23.929371
A33-02,5.42085811531583,0.0527612564561161,120.811785,23.927908
A33-04,0.140504685655944,-0.058121576378883,120.557157,23.638058
A33-06,0.267163474070597,0.161144524626973,120.486925,23.556374
A33-07,12.2116318329121,1.93034068282052,120.782408,24.000928
A33-08,65.7674942439028,5.41690859930287,120.628523,23.70335
A34-04,5.44126671401258,1.27055437834063,120.349755,22.859397
A34-08,0.382260964290702,-0.10961475714297,120.391554,22.540923
A35-01,1.08104572474643,-0.302568429508918,120.537732,23.536857
A35-02,2.14804426753475,-0.510276933610735,120.517242,23.475554
A35-05,4.22049238757933,0.55195502915308,120.456941,23.288028
A36-01,19.1625641128757,2.41543344855903,120.616113,23.340178
A36-02,3.59032248612568,0.849983846070319,120.399882,23.224682
A36-04,0.572599002232416,-0.00161565375762815,120.414979,23.062348
A36-05,2.70805467469314,-0.184589375425559,120.353955,23.082997
A37-05,8.94338935928591,-2.15610451108914,120.597941,22.934847
A39-08,1.52427670565895,-0.682851137105966,120.729167,22.748358
B06-01,10.6998796373001,2.14878650215637,121.484144,24.633295
B10-01,4.33726721908886,0.0370599491788532,121.434738,24.710478
B10-02,2.3421062639202,0.0576434431008218,121.442989,24.732384
B11-01,4.44541023861986,-0.630273492413241,121.361881,24.40641
B13-01,1.37971483788514,0.121332966580766,121.081929,24.501797
B13-03,0.9127584047381,-0.156124650777781,121.126264,24.502507
B14-01,0.760859746125764,-0.150096973607652,121.336976,24.369557
B14-03,0.634373935451958,-0.113392147444162,121.310607,24.356955
B14-04,4.8376491796373,0.393948165956085,121.305444,24.406832
B16-01,7.52553030780379,0.303052790748571,121.391663,24.179995
B16-02,1.23687910479786,0.345394780556063,121.341854,24.185252
B21-01,6.29793339875102,1.94120683114194,120.988019,23.243328
B28-01,7.74150345454318,0.410426268399786,120.931283,24.245611
B30-01,6.95972792716569,1.74113376284192,121.170147,24.082371
B30-02,13.1076262371401,1.6187253657161,121.131548,23.979671
B30-04,9.09589511547702,-0.0401205531751531,121.193975,24.107363
B32-01,2.16197627974368,-0.322269900781498,120.892392,23.513378
B32-03,2.5992119986186,-0.417053707894972,120.908056,23.518129
B32-04,3.88914156227154,-0.473776790786513,120.899614,23.532888
B37-02,3.18942606843638,0.754668335328125,120.873596,23.476937
B38-01,16.4189457944507,-3.04120195820524,120.6918,22.963206
C37-05,1.06515397965515,-0.0936093887234835,120.887295,23.484713
A01-05,10.6012362836078,-1.01466061987079,121.682699,25.142576
A02-05,5.72041894694433,-0.620587432826596,121.827709,25.061843
A04-01,5.35461050241746,-0.194705201521144,121.642576,25.020139
A04-11,2.18539127993892,-0.0958170227986323,121.646693,24.990708
A04-12,4.73638911397243,-0.695079001758268,121.686287,24.969603
A04-17,3.94858497401981,-0.518532615596478,121.51561,25.154357
A04-18,0.383348007935852,0.150029421372359,121.492587,25.148973
A04-19,2.55498083329556,-0.531168619186037,121.53772,25.133884
A04-20,2.29215933704808,-0.500090592700597,121.518868,25.127198
A04-21,10.4046883846061,0.930741835248173,121.577377,25.089064
A04-22,0.765972978147703,0.0862952947232735,121.611393,25.081679
A04-23,0.257758208544554,0.0670304451507984,121.576663,25.027577
A04-24,4.11662864834173,1.14816896580348,121.598668,25.031336
A04-25,1.80108966876155,0.518656328530937,121.550116,24.991854
A04-26,2.22284961450667,-0.453836449730304,121.587996,24.968796
A04-27,0.987810526221624,-0.172830102114439,121.53019,25.121877
A04-30,0.391143402260947,-0.0657222806519336,121.621628,25.088443
A04-32,4.24720838254076,0.633101054124802,121.690027,25.117635
A04-33,1.17695476163934,-0.2556436161917,121.711701,25.113885
A05-04,1.67855861801689,-0.423219508595128,121.50245,24.91996
A05-05,6.02268848384504,0.578717521606336,121.643079,24.838275
A05-06,5.64171874229529,-0.743468739759781,121.510339,24.805273
A09-14,0.266913422209514,-0.0686649809934884,121.340691,25.019945
A09-25,3.36262615356907,-0.0263735452316298,120.967704,24.767841
A12-06,0.516531571348728,0.0144377805850183,120.950993,24.539697
A27-10,0.38688499289793,0.219452877004357,120.871557,24.568136
A27-12,0.770022872795322,-0.0827795324773606,120.837384,24.532719
A27-39,0.395140311225924,0.107678036474758,120.58481,24.138669
A28-07,0.53298380448019,-0.0320286253364402,120.943577,24.591357
A28-08,3.86818696907729,0.885380792304812,120.917767,24.588583
A28-09,16.5646490020519,4.15609111312471,120.937066,24.580556
A28-10,12.1808820181713,1.45754794946645,120.906604,24.5825
A28-12,2.82237870087553,1.4272047019763,120.868532,24.238915
A28-14,0.734972924291639,0.309288033626546,120.858755,24.193028
A28-15,11.706031651704,2.65757634345955,120.844621,24.490615
A28-16,8.39665305955665,0.762666622350725,120.928064,24.541177
A29-16,2.17865377089908,0.219583692119425,120.697085,24.04258
A29-17,13.3519898041467,2.57370049520181,120.782285,24.050861
A29-18,3.05431409531148,0.873971259154605,120.748297,24.018754
A32-06,16.522024493664,3.12016501960789,120.830782,23.693861
A32-07,20.5158641579536,4.9456519896536,120.839789,23.68987
A33-11,0.254472377612431,-0.0739639610598757,120.700983,23.972763
A33-21,19.230615252835,-1.66769421915219,120.625204,23.629135
A33-26,11.8344173222779,0.750328996978874,120.793375,23.829398
A34-38,0.267471178274451,0.0241677944410837,120.377099,22.616193
A34-39,0.261465083338533,-0.0248389417211289,120.341609,22.818871
A35-08,12.3047061709708,0.771196200148938,120.579626,23.448816
A35-09,17.0015878645463,1.05348412629662,120.605387,23.441876
A35-15,6.27233759418328,0.666474358615136,120.502508,23.260899
A36-14,10.2791107269657,-0.20756175291969,120.519423,23.127836
A36-15,0.763509042681243,0.182817917917167,120.372981,23.014904
A36-16,21.1300681115702,5.07025377840248,120.400117,22.980558
A37-01,2.19653736899192,0.0665883424505458,120.652016,23.185157
A40-04,3.601600386048,-0.290004217001031,120.658203,22.572307
B10-03,3.90029314958364,-0.462106695352704,121.298069,24.682606
B14-02,4.12722255583321,1.14216328257713,121.303878,24.382999
B28-04,5.29960289147573,-0.279719269841725,120.898877,24.231155
B32-02,7.18261162418047,1.42028704457702,120.91098,23.538575
B32-10,12.1410984007723,1.61227371151825,120.800487,23.67153
B32-11,7.28775297271414,1.8482115752665,120.805031,23.661801
C14-04,0.786809898360594,0.300461973591064,121.30289,24.21189
C37-01,0.166889838719207,0.0523982398300656,120.916782,23.47143
C37-04,2.08291049029594,0.932074801001717,120.898413,23.475979
A03-16,0.660917154495287,0.114282416232847,121.740549,24.796691
A04-36,4.54201854280361,0.46130259176719,121.572189,25.105461
A04-46,0.265370933266572,0.0166755256167189,121.577999,24.970163
A04-48,0.258312116045029,0.162808825388247,121.441633,25.209206
A05-15,22.5223446413852,5.48241309101564,121.592729,24.758952
A05-17,8.31543015023479,1.72635960664192,121.681007,24.785174
A09-32,3.9025967469756,1.02938348564977,121.532426,25.086353
A09-37,0.193077897795407,-0.00378852234016461,121.346729,25.105501
A09-38,1.66867132944417,0.135217199157585,121.472585,25.178343
A09-43,2.21112290068039,-0.017867353063622,121.300731,25.068865
A09-44,1.30899524182951,0.805952305695209,120.986549,24.792239
A09-46,3.24563798258306,0.932104418617619,121.058276,24.734806
A09-48,4.51010960829714,-0.100788574868222,121.270067,24.81659
A10-07,10.6111939130471,2.49634411669401,121.44162,24.856602
A10-09,10.1652084448768,0.0591833674587192,121.34391,24.740472
A10-10,16.4338495105855,2.42070519494949,121.379397,24.823666
A17-09,1.9175544990132,0.517472258094296,121.469087,23.836886
A17-10,0.655423110465539,0.331118040761464,121.4846559,23.8554128
A18-04,0.393695883028906,0.193703769712339,121.43401,23.75475
A19-13,2.96267524940205,0.138751834350001,121.437855,23.49651
A29-19,7.88475358420541,2.41515676535045,120.740791,24.109614
A33-19,1.63135959280759,0.114068768180106,120.733204,23.665803
A35-18,1.0730714525483,0.561323979459656,120.467541,23.48063
